zipcode,month,total_rat_sightings,mature_rat_sightings,resolved_within_30_days,not_resolved_within_30_days,percent_resolved_within_30_days,median_resolution_days,average_resolution_days,p90_resolution_days,represented_inspections,inspected_restaurants,inspections_with_04k,percent_inspections_with_04k
11106,2025-06-01T00:00:00.000Z,10,10,10,0,100.00,0.04,0.78,2.00,17,17,0,0.00
11106,2025-07-01T00:00:00.000Z,18,18,18,0,100.00,0.92,1.64,4.71,18,16,0,0.00
11106,2025-08-01T00:00:00.000Z,11,11,11,0,100.00,0.0,0.00,0.00,19,16,1,5.26
11106,2025-09-01T00:00:00.000Z,9,9,9,0,100.00,0.0,1.00,5.67,20,18,0,0.00
11106,2025-10-01T00:00:00.000Z,5,5,5,0,100.00,3.92,2.65,4.67,20,20,0,0.00
11106,2025-11-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,13,13,0,0.00
11106,2025-12-01T00:00:00.000Z,5,5,5,0,100.00,0.0,0.00,0.00,30,30,1,3.33
11106,2026-01-01T00:00:00.000Z,2,2,2,0,100.00,1.4,1.40,2.79,13,13,0,0.00
11106,2026-02-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,6,6,0,0.00
11106,2026-03-01T00:00:00.000Z,7,7,7,0,100.00,0.0,0.00,0.00,16,15,0,0.00
11106,2026-04-01T00:00:00.000Z,8,8,8,0,100.00,3.17,5.15,12.42,6,6,0,0.00
11106,2026-05-01T00:00:00.000Z,27,27,16,11,59.26,14.13,39.16,99.38,12,10,1,8.33
11106,2026-06-01T00:00:00.000Z,12,12,11,1,91.67,7.21,13.49,10.04,15,14,0,0.00
11106,2026-07-01T00:00:00.000Z,29,29,24,5,82.76,9.46,14.01,36.13,14,14,0,0.00
11106,2026-08-01T00:00:00.000Z,19,15,12,3,80.00,14.44,15.58,34.21,13,13,0,0.00
11106,2026-09-01T00:00:00.000Z,10,0,0,0,null,null,null,null,12,12,0,0.00
11109,2025-02-01T00:00:00.000Z,3,3,3,0,100.00,2.71,2.63,2.92,null,null,null,null
11109,2025-03-01T00:00:00.000Z,1,1,1,0,100.00,1.75,1.75,1.75,2,2,0,0.00
11109,2025-04-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
11109,2025-10-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,null,null,null,null
11109,2025-11-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,2,2,0,0.00
11109,2026-03-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
11109,2026-05-01T00:00:00.000Z,null,null,null,null,null,null,null,null,1,1,0,0.00
11109,2026-09-01T00:00:00.000Z,null,null,null,null,null,null,null,null,2,2,0,0.00
11201,2025-01-01T00:00:00.000Z,8,8,8,0,100.00,0.0,0.31,2.00,29,29,1,3.45
11201,2025-02-01T00:00:00.000Z,8,8,8,0,100.00,0.0,1.47,9.88,21,21,1,4.76
11201,2025-03-01T00:00:00.000Z,16,16,16,0,100.00,0.06,1.09,4.00,32,32,0,0.00
11201,2025-04-01T00:00:00.000Z,6,6,6,0,100.00,0.0,0.00,0.00,24,24,0,0.00
11201,2025-05-01T00:00:00.000Z,12,12,12,0,100.00,0.0,1.35,2.08,37,33,1,2.70
11201,2025-06-01T00:00:00.000Z,15,15,15,0,100.00,0.0,1.00,6.00,27,27,0,0.00
11201,2025-07-01T00:00:00.000Z,10,10,10,0,100.00,0.0,0.11,0.04,37,37,0,0.00
11201,2025-08-01T00:00:00.000Z,11,11,11,0,100.00,0.0,0.70,0.83,43,38,1,2.33
11201,2025-09-01T00:00:00.000Z,11,11,11,0,100.00,0.0,0.11,0.00,49,49,0,0.00
11201,2025-10-01T00:00:00.000Z,17,17,17,0,100.00,0.0,2.77,14.00,48,44,1,2.08
11201,2025-11-01T00:00:00.000Z,3,3,3,0,100.00,0.0,0.57,1.71,18,17,0,0.00
11201,2025-12-01T00:00:00.000Z,2,2,2,0,100.00,11.85,11.85,23.71,36,35,1,2.78
11201,2026-01-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,31,31,1,3.23
11201,2026-02-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,23,23,1,4.35
11201,2026-03-01T00:00:00.000Z,6,6,6,0,100.00,0.0,3.60,21.63,42,39,3,7.14
11201,2026-04-01T00:00:00.000Z,7,7,7,0,100.00,14.42,10.82,20.96,44,43,0,0.00
11201,2026-05-01T00:00:00.000Z,12,12,10,2,83.33,14.79,17.35,34.92,29,26,0,0.00
11201,2026-06-01T00:00:00.000Z,11,11,10,1,90.91,9.94,12.01,19.88,42,42,1,2.38
11201,2026-07-01T00:00:00.000Z,11,11,9,2,81.82,6.71,9.76,21.79,34,31,0,0.00
11201,2026-08-01T00:00:00.000Z,19,13,12,1,92.31,10.29,9.02,14.00,41,39,0,0.00
11201,2026-09-01T00:00:00.000Z,6,0,0,0,null,null,null,null,29,29,0,0.00
11203,2025-01-01T00:00:00.000Z,9,9,9,0,100.00,0.0,1.50,9.58,21,20,1,4.76
11203,2025-02-01T00:00:00.000Z,6,6,6,0,100.00,0.0,0.09,0.54,6,6,1,16.67
11203,2025-03-01T00:00:00.000Z,13,13,13,0,100.00,0.0,1.11,1.42,8,8,0,0.00
11203,2025-04-01T00:00:00.000Z,13,13,13,0,100.00,0.0,2.76,13.29,10,10,0,0.00
11203,2025-05-01T00:00:00.000Z,27,27,27,0,100.00,0.0,0.54,2.83,11,11,1,9.09
11203,2025-06-01T00:00:00.000Z,12,12,12,0,100.00,0.0,0.92,3.83,6,5,0,0.00
11203,2025-07-01T00:00:00.000Z,20,20,20,0,100.00,0.0,2.61,10.00,7,7,0,0.00
11203,2025-08-01T00:00:00.000Z,14,14,14,0,100.00,0.0,0.50,2.92,15,13,2,13.33
11203,2025-09-01T00:00:00.000Z,18,18,18,0,100.00,0.0,0.64,3.63,11,10,0,0.00
11203,2025-10-01T00:00:00.000Z,8,8,8,0,100.00,0.0,1.92,15.13,10,10,1,10.00
11203,2025-11-01T00:00:00.000Z,7,7,7,0,100.00,0.0,1.40,9.83,19,17,0,0.00
11203,2025-12-01T00:00:00.000Z,5,5,5,0,100.00,0.0,0.00,0.00,7,7,1,14.29
11203,2026-01-01T00:00:00.000Z,8,8,8,0,100.00,0.0,0.00,0.00,6,6,1,16.67
11203,2026-02-01T00:00:00.000Z,5,5,5,0,100.00,0.0,0.48,2.08,10,10,0,0.00
11203,2026-03-01T00:00:00.000Z,8,8,7,1,87.50,0.0,18.40,147.21,8,8,0,0.00
11203,2026-04-01T00:00:00.000Z,9,9,9,0,100.00,3.04,4.73,18.21,12,12,0,0.00
11203,2026-05-01T00:00:00.000Z,19,19,18,1,94.74,6.1,8.44,19.33,13,13,0,0.00
11203,2026-06-01T00:00:00.000Z,15,15,12,3,80.00,15.29,24.79,82.00,17,16,0,0.00
11203,2026-07-01T00:00:00.000Z,16,16,11,5,68.75,11.33,20.52,49.38,15,13,0,0.00
11203,2026-08-01T00:00:00.000Z,11,9,7,2,77.78,14.33,17.25,36.42,7,7,0,0.00
11203,2026-09-01T00:00:00.000Z,7,0,0,0,null,null,null,null,6,6,0,0.00
11204,2025-01-01T00:00:00.000Z,4,4,4,0,100.00,0.0,0.00,0.00,6,5,0,0.00
11204,2025-02-01T00:00:00.000Z,9,9,9,0,100.00,0.0,0.71,4.92,9,9,0,0.00
11204,2025-03-01T00:00:00.000Z,14,14,14,0,100.00,0.0,1.30,8.21,17,17,0,0.00
11204,2025-04-01T00:00:00.000Z,37,37,37,0,100.00,0.0,2.11,9.29,10,10,0,0.00
11204,2025-05-01T00:00:00.000Z,8,8,8,0,100.00,1.94,3.51,8.13,10,10,1,10.00
11204,2025-06-01T00:00:00.000Z,12,12,12,0,100.00,0.0,1.08,2.58,12,12,1,8.33
11204,2025-07-01T00:00:00.000Z,13,13,13,0,100.00,0.0,2.09,5.88,17,16,0,0.00
11204,2025-08-01T00:00:00.000Z,7,7,7,0,100.00,0.0,1.82,5.96,9,9,0,0.00
11204,2025-09-01T00:00:00.000Z,17,17,17,0,100.00,0.0,1.58,9.75,20,19,0,0.00
11204,2025-10-01T00:00:00.000Z,8,8,8,0,100.00,1.83,2.46,6.21,15,15,0,0.00
11204,2025-11-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,17,16,0,0.00
11204,2025-12-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,13,12,1,7.69
11204,2026-01-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,6,6,0,0.00
11204,2026-02-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,10,10,1,10.00
11204,2026-03-01T00:00:00.000Z,7,7,7,0,100.00,0.0,1.44,5.83,5,5,0,0.00
11204,2026-04-01T00:00:00.000Z,7,7,7,0,100.00,2.96,6.38,21.25,12,11,0,0.00
11204,2026-05-01T00:00:00.000Z,10,10,8,2,80.00,14.98,20.10,31.04,2,2,0,0.00
11204,2026-06-01T00:00:00.000Z,4,4,3,1,75.00,20.67,16.86,22.96,8,7,1,12.50
11204,2026-07-01T00:00:00.000Z,2,2,2,0,100.00,17.1,17.10,20.83,13,13,2,15.38
11204,2026-08-01T00:00:00.000Z,6,1,1,0,100.00,7.04,7.04,7.04,18,18,0,0.00
11204,2026-09-01T00:00:00.000Z,10,0,0,0,null,null,null,null,4,4,0,0.00
11205,2025-01-01T00:00:00.000Z,26,26,26,0,100.00,0.04,0.62,3.00,15,15,1,6.67
11205,2025-02-01T00:00:00.000Z,7,7,7,0,100.00,0.0,1.20,4.79,12,11,1,8.33
11205,2025-03-01T00:00:00.000Z,19,19,19,0,100.00,0.0,0.30,1.21,9,9,0,0.00
11205,2025-04-01T00:00:00.000Z,11,11,10,1,90.91,0.17,3.81,3.67,4,4,0,0.00
11205,2025-05-01T00:00:00.000Z,11,11,11,0,100.00,0.0,0.58,2.79,12,12,0,0.00
11205,2025-06-01T00:00:00.000Z,24,24,24,0,100.00,0.0,3.76,19.92,10,10,0,0.00
11205,2025-07-01T00:00:00.000Z,40,40,39,1,97.50,0.0,2.18,4.71,6,6,0,0.00
11205,2025-08-01T00:00:00.000Z,25,25,24,1,96.00,0.0,1.24,4.75,15,14,2,13.33
11205,2025-09-01T00:00:00.000Z,14,14,14,0,100.00,0.0,0.24,0.83,11,10,1,9.09
11205,2025-10-01T00:00:00.000Z,17,17,17,0,100.00,0.0,0.21,0.00,23,19,1,4.35
11205,2025-11-01T00:00:00.000Z,6,6,6,0,100.00,0.0,0.13,0.75,13,13,0,0.00
11205,2025-12-01T00:00:00.000Z,5,5,5,0,100.00,0.0,0.68,3.38,12,12,0,0.00
11205,2026-01-01T00:00:00.000Z,8,8,8,0,100.00,0.33,1.00,3.92,14,14,0,0.00
11205,2026-02-01T00:00:00.000Z,5,5,5,0,100.00,0.0,1.73,4.71,7,7,0,0.00
11205,2026-03-01T00:00:00.000Z,5,5,4,1,80.00,0.75,8.50,40.75,26,23,1,3.85
11205,2026-04-01T00:00:00.000Z,8,8,8,0,100.00,12.04,12.95,28.79,23,23,1,4.35
11205,2026-05-01T00:00:00.000Z,5,5,4,1,80.00,13.83,28.12,90.13,10,9,0,0.00
11205,2026-06-01T00:00:00.000Z,18,18,13,5,72.22,17.38,23.07,55.33,20,19,0,0.00
11205,2026-07-01T00:00:00.000Z,41,41,38,3,92.68,10.17,10.26,17.58,10,10,0,0.00
11205,2026-08-01T00:00:00.000Z,94,56,51,5,91.07,7.08,8.58,15.08,14,14,0,0.00
11205,2026-09-01T00:00:00.000Z,29,0,0,0,null,null,null,null,4,4,0,0.00
11206,2025-01-01T00:00:00.000Z,10,10,10,0,100.00,0.35,1.04,2.33,9,9,0,0.00
11206,2025-02-01T00:00:00.000Z,17,17,17,0,100.00,0.04,0.31,1.00,8,8,0,0.00
11206,2025-03-01T00:00:00.000Z,23,23,23,0,100.00,0.0,0.62,3.17,8,8,2,25.00
11206,2025-04-01T00:00:00.000Z,25,25,25,0,100.00,0.0,1.37,3.71,12,12,0,0.00
11206,2025-05-01T00:00:00.000Z,18,18,18,0,100.00,0.0,0.77,3.71,19,19,1,5.26
11206,2025-06-01T00:00:00.000Z,28,28,28,0,100.00,0.0,2.55,14.58,4,4,0,0.00
11206,2025-07-01T00:00:00.000Z,28,28,26,2,92.86,0.0,6.48,5.54,8,8,0,0.00
11206,2025-08-01T00:00:00.000Z,35,35,34,1,97.14,0.0,2.37,2.17,19,18,0,0.00
11206,2025-09-01T00:00:00.000Z,20,20,19,1,95.00,0.0,2.25,0.75,20,20,1,5.00
11206,2025-10-01T00:00:00.000Z,15,15,15,0,100.00,0.0,0.90,2.83,25,23,1,4.00
11206,2025-11-01T00:00:00.000Z,17,17,17,0,100.00,0.0,0.20,1.17,26,26,3,11.54
11206,2025-12-01T00:00:00.000Z,8,8,8,0,100.00,0.44,1.31,7.79,10,10,0,0.00
11206,2026-01-01T00:00:00.000Z,7,7,7,0,100.00,0.0,2.33,15.54,19,19,1,5.26
11206,2026-02-01T00:00:00.000Z,12,12,12,0,100.00,0.0,0.41,1.08,9,8,0,0.00
11206,2026-03-01T00:00:00.000Z,19,19,19,0,100.00,0.0,0.91,3.92,19,18,2,10.53
11206,2026-04-01T00:00:00.000Z,24,24,20,4,83.33,3.06,13.71,51.88,15,15,2,13.33
11206,2026-05-01T00:00:00.000Z,25,25,22,3,88.00,7.79,13.98,35.00,25,24,1,4.00
11206,2026-06-01T00:00:00.000Z,20,20,17,3,85.00,8.96,15.65,33.38,12,12,1,8.33
11206,2026-07-01T00:00:00.000Z,21,21,20,1,95.24,8.25,11.24,25.38,14,14,2,14.29
11206,2026-08-01T00:00:00.000Z,34,24,21,3,87.50,8.1,12.29,28.13,16,16,1,6.25
11206,2026-09-01T00:00:00.000Z,13,0,0,0,null,null,null,null,7,7,0,0.00
11207,2025-01-01T00:00:00.000Z,14,14,14,0,100.00,0.0,0.81,3.50,11,11,1,9.09
11207,2025-02-01T00:00:00.000Z,7,7,7,0,100.00,0.0,1.18,8.29,8,8,0,0.00
11207,2025-03-01T00:00:00.000Z,19,19,19,0,100.00,0.0,0.96,3.21,7,7,0,0.00
11207,2025-04-01T00:00:00.000Z,17,17,17,0,100.00,0.0,0.53,2.00,9,9,1,11.11
11207,2025-05-01T00:00:00.000Z,23,23,23,0,100.00,0.0,1.43,2.83,10,10,0,0.00
11207,2025-06-01T00:00:00.000Z,22,22,22,0,100.00,0.0,0.54,1.42,9,8,0,0.00
11207,2025-07-01T00:00:00.000Z,18,18,18,0,100.00,0.0,1.09,4.71,10,10,1,10.00
11207,2025-08-01T00:00:00.000Z,26,26,26,0,100.00,0.0,2.21,9.88,8,8,1,12.50
11207,2025-09-01T00:00:00.000Z,22,22,22,0,100.00,0.0,0.91,2.04,8,8,0,0.00
11207,2025-10-01T00:00:00.000Z,12,12,12,0,100.00,0.0,1.58,4.00,14,13,0,0.00
11207,2025-11-01T00:00:00.000Z,11,11,11,0,100.00,0.0,0.25,0.00,26,25,1,3.85
11207,2025-12-01T00:00:00.000Z,4,4,4,0,100.00,0.0,0.05,0.21,11,11,0,0.00
11207,2026-01-01T00:00:00.000Z,7,7,7,0,100.00,0.0,0.00,0.00,10,10,0,0.00
11207,2026-02-01T00:00:00.000Z,7,7,7,0,100.00,0.0,0.43,2.21,6,6,1,16.67
11207,2026-03-01T00:00:00.000Z,10,10,10,0,100.00,0.0,0.10,0.00,9,9,0,0.00
11207,2026-04-01T00:00:00.000Z,13,13,12,1,92.31,1.71,5.33,12.29,20,19,1,5.00
11207,2026-05-01T00:00:00.000Z,20,20,20,0,100.00,11.25,9.96,16.08,19,19,0,0.00
11207,2026-06-01T00:00:00.000Z,8,8,7,1,87.50,9.88,11.04,20.25,11,11,0,0.00
11207,2026-07-01T00:00:00.000Z,14,14,11,3,78.57,8.04,12.12,23.08,17,17,1,5.88
11207,2026-08-01T00:00:00.000Z,18,9,8,1,88.89,6.46,10.68,36.42,15,14,0,0.00
11207,2026-09-01T00:00:00.000Z,10,0,0,0,null,null,null,null,9,9,1,11.11
11208,2025-01-01T00:00:00.000Z,4,4,4,0,100.00,0.0,0.00,0.00,6,4,0,0.00
11208,2025-02-01T00:00:00.000Z,9,9,9,0,100.00,0.0,0.00,0.00,12,12,1,8.33
11208,2025-03-01T00:00:00.000Z,12,12,12,0,100.00,0.0,0.89,0.00,11,10,1,9.09
11208,2025-04-01T00:00:00.000Z,11,11,11,0,100.00,0.0,1.02,4.17,9,9,0,0.00
11208,2025-05-01T00:00:00.000Z,13,13,13,0,100.00,0.0,2.40,8.63,7,7,0,0.00
11208,2025-06-01T00:00:00.000Z,12,12,12,0,100.00,0.0,1.59,0.00,12,12,1,8.33
11208,2025-07-01T00:00:00.000Z,18,18,18,0,100.00,0.0,1.22,7.00,17,14,0,0.00
11208,2025-08-01T00:00:00.000Z,8,8,8,0,100.00,0.0,1.46,11.67,14,14,0,0.00
11208,2025-09-01T00:00:00.000Z,10,10,10,0,100.00,0.0,0.13,0.17,6,6,0,0.00
11208,2025-10-01T00:00:00.000Z,5,5,5,0,100.00,0.0,0.00,0.00,16,16,0,0.00
11208,2025-11-01T00:00:00.000Z,4,4,4,0,100.00,0.0,0.00,0.00,6,6,0,0.00
11208,2025-12-01T00:00:00.000Z,5,5,5,0,100.00,0.0,3.52,17.58,7,5,0,0.00
11208,2026-01-01T00:00:00.000Z,1,1,1,0,100.00,0.0,0.00,0.00,7,7,0,0.00
11208,2026-02-01T00:00:00.000Z,2,2,2,0,100.00,0.0,0.00,0.00,8,8,1,12.50
11208,2026-03-01T00:00:00.000Z,7,7,7,0,100.00,0.0,2.43,10.17,13,12,1,7.69
11208,2026-04-01T00:00:00.000Z,9,9,9,0,100.00,0.96,2.99,8.29,13,13,1,7.69
11208,2026-05-01T00:00:00.000Z,14,14,12,2,85.71,9.69,11.05,16.96,9,9,0,0.00
11208,2026-06-01T00:00:00.000Z,6,6,6,0,100.00,10.92,13.53,24.33,10,10,0,0.00
11208,2026-07-01T00:00:00.000Z,6,6,4,2,66.67,14.29,17.15,43.00,7,7,0,0.00
11208,2026-08-01T00:00:00.000Z,8,7,5,2,71.43,8.63,12.38,33.50,12,12,1,8.33
11208,2026-09-01T00:00:00.000Z,4,0,0,0,null,null,null,null,10,10,0,0.00
11209,2025-01-01T00:00:00.000Z,11,11,11,0,100.00,0.0,2.71,7.08,15,15,0,0.00
11209,2025-02-01T00:00:00.000Z,11,11,11,0,100.00,0.0,1.78,3.96,21,21,2,9.52
11209,2025-03-01T00:00:00.000Z,17,17,17,0,100.00,0.0,0.18,0.00,17,17,0,0.00
11209,2025-04-01T00:00:00.000Z,28,28,28,0,100.00,0.0,0.90,4.00,20,18,0,0.00
11209,2025-05-01T00:00:00.000Z,21,21,21,0,100.00,0.0,0.93,4.21,17,17,0,0.00
11209,2025-06-01T00:00:00.000Z,25,25,25,0,100.00,0.0,2.56,12.75,21,21,0,0.00
11209,2025-07-01T00:00:00.000Z,26,26,26,0,100.00,0.0,1.41,3.88,23,23,2,8.70
11209,2025-08-01T00:00:00.000Z,10,10,10,0,100.00,0.0,0.42,0.00,16,16,0,0.00
11209,2025-09-01T00:00:00.000Z,10,10,10,0,100.00,0.0,2.22,9.79,17,17,0,0.00
11209,2025-10-01T00:00:00.000Z,5,5,5,0,100.00,0.0,0.00,0.00,23,23,1,4.35
11209,2025-11-01T00:00:00.000Z,3,3,3,0,100.00,0.0,1.00,3.00,12,12,0,0.00
11209,2025-12-01T00:00:00.000Z,8,8,8,0,100.00,1.85,3.87,12.54,23,23,0,0.00
11209,2026-01-01T00:00:00.000Z,16,16,16,0,100.00,5.63,7.01,15.13,16,16,0,0.00
11209,2026-02-01T00:00:00.000Z,26,26,26,0,100.00,2.94,5.34,14.67,14,14,1,7.14
11209,2026-03-01T00:00:00.000Z,16,16,16,0,100.00,1.9,1.97,5.83,18,18,0,0.00
11209,2026-04-01T00:00:00.000Z,20,20,20,0,100.00,5.06,5.34,11.96,20,18,0,0.00
11209,2026-05-01T00:00:00.000Z,34,34,31,3,91.18,13.04,15.50,28.17,25,25,1,4.00
11209,2026-06-01T00:00:00.000Z,39,39,24,15,61.54,21.63,30.92,78.00,18,17,0,0.00
11209,2026-07-01T00:00:00.000Z,40,40,18,22,45.00,28.71,28.78,49.21,42,40,1,2.38
11209,2026-08-01T00:00:00.000Z,22,19,12,7,63.16,9.29,14.94,30.79,18,18,1,5.56
11209,2026-09-01T00:00:00.000Z,20,0,0,0,null,null,null,null,8,8,0,0.00
11210,2025-01-01T00:00:00.000Z,8,8,8,0,100.00,0.08,2.08,11.25,8,5,0,0.00
11210,2025-02-01T00:00:00.000Z,9,9,9,0,100.00,0.0,1.80,6.83,null,null,null,null
11210,2025-03-01T00:00:00.000Z,8,8,8,0,100.00,1.56,4.22,14.17,13,12,0,0.00
11210,2025-04-01T00:00:00.000Z,9,9,9,0,100.00,0.0,1.78,10.88,6,6,0,0.00
11210,2025-05-01T00:00:00.000Z,16,16,16,0,100.00,0.0,1.52,6.92,12,12,0,0.00
11210,2025-06-01T00:00:00.000Z,6,6,6,0,100.00,0.0,0.74,2.71,4,4,1,25.00
11210,2025-07-01T00:00:00.000Z,12,12,12,0,100.00,6.29,6.47,14.08,4,4,0,0.00
11210,2025-08-01T00:00:00.000Z,14,14,14,0,100.00,2.46,4.32,9.92,3,3,0,0.00
11210,2025-09-01T00:00:00.000Z,14,14,14,0,100.00,0.0,0.24,0.00,5,5,0,0.00
11210,2025-10-01T00:00:00.000Z,10,10,10,0,100.00,0.56,4.55,10.63,7,7,0,0.00
11210,2025-11-01T00:00:00.000Z,6,6,6,0,100.00,1.31,2.06,6.50,3,3,0,0.00
11210,2025-12-01T00:00:00.000Z,7,7,7,0,100.00,1.58,4.06,10.92,8,8,2,25.00
11210,2026-01-01T00:00:00.000Z,5,5,5,0,100.00,0.0,0.00,0.00,4,4,1,25.00
11210,2026-02-01T00:00:00.000Z,11,11,11,0,100.00,0.0,2.18,6.08,5,5,2,40.00
11210,2026-03-01T00:00:00.000Z,7,7,7,0,100.00,0.0,2.37,7.75,3,3,0,0.00
11210,2026-04-01T00:00:00.000Z,16,16,15,1,93.75,0.73,11.37,19.83,9,8,1,11.11
11210,2026-05-01T00:00:00.000Z,18,18,17,1,94.44,10.79,10.46,16.92,12,9,1,8.33
11210,2026-06-01T00:00:00.000Z,9,9,9,0,100.00,11.33,9.84,15.33,6,6,1,16.67
11210,2026-07-01T00:00:00.000Z,11,11,7,4,63.64,18.96,22.09,54.88,2,2,0,0.00
11210,2026-08-01T00:00:00.000Z,14,11,4,7,36.36,4.77,13.10,33.67,10,10,0,0.00
11210,2026-09-01T00:00:00.000Z,9,0,0,0,null,null,null,null,3,3,0,0.00
11211,2025-01-01T00:00:00.000Z,9,9,9,0,100.00,0.25,1.10,3.58,32,32,1,3.13
11211,2025-02-01T00:00:00.000Z,13,13,13,0,100.00,0.0,0.61,1.96,16,16,0,0.00
11211,2025-03-01T00:00:00.000Z,30,30,30,0,100.00,0.0,0.37,0.79,19,19,1,5.26
11211,2025-04-01T00:00:00.000Z,23,23,23,0,100.00,0.0,0.26,0.83,24,23,2,8.33
11211,2025-05-01T00:00:00.000Z,43,43,43,0,100.00,0.0,0.94,3.71,24,24,1,4.17
11211,2025-06-01T00:00:00.000Z,29,29,29,0,100.00,0.0,0.43,1.17,25,24,0,0.00
11211,2025-07-01T00:00:00.000Z,20,20,20,0,100.00,0.0,0.46,0.58,25,25,0,0.00
11211,2025-08-01T00:00:00.000Z,24,24,24,0,100.00,0.0,0.28,0.96,24,23,0,0.00
11211,2025-09-01T00:00:00.000Z,17,17,17,0,100.00,0.0,0.33,2.00,31,31,0,0.00
11211,2025-10-01T00:00:00.000Z,20,20,20,0,100.00,0.0,0.30,0.83,27,26,2,7.41
11211,2025-11-01T00:00:00.000Z,10,10,10,0,100.00,0.79,1.01,1.46,36,36,2,5.56
11211,2025-12-01T00:00:00.000Z,8,8,8,0,100.00,0.0,0.98,3.08,51,51,4,7.84
11211,2026-01-01T00:00:00.000Z,5,5,5,0,100.00,0.0,0.00,0.00,28,26,3,10.71
11211,2026-02-01T00:00:00.000Z,11,11,11,0,100.00,0.0,0.39,1.00,32,32,1,3.13
11211,2026-03-01T00:00:00.000Z,20,20,19,1,95.00,0.0,6.77,2.67,31,28,3,9.68
11211,2026-04-01T00:00:00.000Z,21,21,21,0,100.00,3.63,5.19,14.25,41,41,0,0.00
11211,2026-05-01T00:00:00.000Z,30,30,29,1,96.67,6.33,8.75,20.63,33,32,2,6.06
11211,2026-06-01T00:00:00.000Z,18,18,17,1,94.44,8.0,10.30,24.21,35,35,2,5.71
11211,2026-07-01T00:00:00.000Z,13,13,11,2,84.62,8.29,16.89,31.29,26,26,0,0.00
11211,2026-08-01T00:00:00.000Z,18,11,11,0,100.00,20.83,18.55,27.04,41,38,1,2.44
11211,2026-09-01T00:00:00.000Z,6,0,0,0,null,null,null,null,20,20,0,0.00
11212,2025-01-01T00:00:00.000Z,4,4,4,0,100.00,5.9,5.90,11.79,9,9,0,0.00
11212,2025-02-01T00:00:00.000Z,7,7,7,0,100.00,0.0,0.00,0.00,8,8,1,12.50
11212,2025-03-01T00:00:00.000Z,6,6,6,0,100.00,0.0,0.23,1.38,11,11,1,9.09
11212,2025-04-01T00:00:00.000Z,7,7,7,0,100.00,0.0,0.55,3.88,1,1,0,0.00
11212,2025-05-01T00:00:00.000Z,11,11,11,0,100.00,0.0,1.59,4.50,9,9,0,0.00
11212,2025-06-01T00:00:00.000Z,9,9,9,0,100.00,0.0,1.99,7.21,5,5,0,0.00
11212,2025-07-01T00:00:00.000Z,8,8,8,0,100.00,0.0,0.00,0.00,5,5,0,0.00
11212,2025-08-01T00:00:00.000Z,11,11,11,0,100.00,0.0,0.40,0.50,4,4,0,0.00
11212,2025-09-01T00:00:00.000Z,13,13,13,0,100.00,0.0,0.72,3.58,10,10,0,0.00
11212,2025-10-01T00:00:00.000Z,11,11,11,0,100.00,0.0,0.00,0.00,9,9,1,11.11
11212,2025-11-01T00:00:00.000Z,9,9,9,0,100.00,0.0,2.17,9.04,7,7,0,0.00
11212,2025-12-01T00:00:00.000Z,5,5,5,0,100.00,0.0,1.43,7.13,14,14,0,0.00
11212,2026-01-01T00:00:00.000Z,5,5,5,0,100.00,0.0,0.84,2.13,6,6,0,0.00
11212,2026-02-01T00:00:00.000Z,6,6,6,0,100.00,0.0,0.17,1.04,9,9,0,0.00
11212,2026-03-01T00:00:00.000Z,6,6,6,0,100.00,0.0,0.00,0.00,9,9,1,11.11
11212,2026-04-01T00:00:00.000Z,16,16,16,0,100.00,2.31,3.86,10.79,7,7,0,0.00
11212,2026-05-01T00:00:00.000Z,8,8,8,0,100.00,12.19,12.70,30.25,9,9,0,0.00
11212,2026-06-01T00:00:00.000Z,5,5,2,3,40.00,10.67,10.67,15.13,10,9,0,0.00
11212,2026-07-01T00:00:00.000Z,13,13,9,4,69.23,10.08,18.16,43.25,15,14,0,0.00
11212,2026-08-01T00:00:00.000Z,12,8,7,1,87.50,9.04,13.60,32.88,11,11,0,0.00
11212,2026-09-01T00:00:00.000Z,9,0,0,0,null,null,null,null,5,5,0,0.00
11213,2025-01-01T00:00:00.000Z,9,9,9,0,100.00,0.0,0.23,1.75,5,5,0,0.00
11213,2025-02-01T00:00:00.000Z,15,15,14,1,93.33,0.0,2.94,3.58,7,6,0,0.00
11213,2025-03-01T00:00:00.000Z,30,30,29,1,96.67,0.0,2.32,3.58,4,4,0,0.00
11213,2025-04-01T00:00:00.000Z,17,17,17,0,100.00,0.25,0.48,1.67,9,9,0,0.00
